state,Harris,Trump,margin
Arizona,46.64640243902439,46.79230508474576,-0.14590264572137102
Georgia,46.718,47.240860215053765,-0.5228602150537611
Michigan,47.841243523316066,45.41317280453258,2.428070718783488
Nevada,47.30785123966942,46.26301886792453,1.0448323717448886
North Carolina,47.34366459627329,47.197131474103585,0.14653312216970704
Pennsylvania,47.77330543933054,46.23959595959596,1.5337094797345827
Wisconsin,48.54842105263158,45.64227564102564,2.906145411605941
